,date,close,pre_close,signal,pos,start_time,stock_num,cash,stock_value,net_value,equity_change,equity_curve,equity_curve_base
27,2016-10-08,614.74,617.21,0.0,0.0,,,,,,0.0,1.0,0.9888844204938478
28,2016-10-09,615.65,614.74,0.0,0.0,,,,,,0.0,1.0,0.990348266709564
29,2016-10-10,617.54,615.65,0.0,0.0,,,,,,0.0,1.0,0.9933885626960516
30,2016-10-11,614.77,617.54,0.0,0.0,,,,,,0.0,1.0,0.9889326791602999
31,2016-10-12,635.01,614.77,0.0,0.0,,,,,,0.0,1.0,1.0214911927933732
32,2016-10-13,635.96,635.01,0.0,0.0,,,,,,0.0,1.0,1.0230193838976924
33,2016-10-14,634.02,635.96,0.0,0.0,,,,,,0.0,1.0,1.019898656800451
34,2016-10-15,637.94,634.02,0.0,0.0,,,,,,0.0,1.0,1.0262044558835366
35,2016-10-16,641.42,637.94,0.0,0.0,,,,,,0.0,1.0,1.0318024611919898
36,2016-10-17,638.97,641.42,0.0,0.0,,,,,,0.0,1.0,1.0278613367650615
37,2016-10-18,636.29,638.97,0.0,0.0,,,,,,0.0,1.0,1.0235502292286665
38,2016-10-19,629.25,636.29,0.0,0.0,,,,,,0.0,1.0,1.012225528834554
39,2016-10-20,627.72,629.25,0.0,0.0,,,,,,0.0,1.0,1.0097643368454927
40,2016-10-21,631.92,627.72,0.0,0.0,,,,,,0.0,1.0,1.0165205501487984
41,2016-10-22,655.48,631.92,0.0,0.0,,,,,,0.0,1.0,1.0544196895359135
42,2016-10-23,653.25,655.48,0.0,0.0,,,,,,0.0,1.0,1.0508324619963012
43,2016-10-24,651.39,653.25,0.0,0.0,,,,,,0.0,1.0,1.0478404246762658
44,2016-10-25,655.31,651.39,0.0,0.0,,,,,,0.0,1.0,1.054146223759351
45,2016-10-26,651.45,655.31,0.0,0.0,,,,,,0.0,1.0,1.0479369420091702
46,2016-10-27,682.22,651.45,0.0,0.0,,,,,,0.0,1.0,1.09743424756696
47,2016-10-28,687.68,682.22,0.0,0.0,,,,,,0.0,1.0,1.1062173248612575
48,2016-10-29,685.91,687.68,0.0,0.0,,,,,,0.0,1.0,1.1033700635405785
49,2016-10-30,698.0,685.91,0.0,0.0,,,,,,0.0,1.0,1.1228183061208086
50,2016-10-31,702.0,698.0,0.0,0.0,,,,,,0.0,1.0,1.1292527949810998
51,2016-11-01,697.01,702.0,0.0,0.0,,,,,,0.0,1.0,1.1212257701278865
52,2016-11-02,733.33,697.01,0.0,0.0,,,,,,0.0,1.0,1.1796509289793302
53,2016-11-03,686.17,733.33,0.0,0.0,,,,,,0.0,1.0,1.1037883053164972
54,2016-11-04,683.69,686.17,0.0,0.0,,,,,,0.0,1.0,1.0997989222231168
55,2016-11-05,704.79,683.69,0.0,0.0,,,,,,0.0,1.0,1.1337408509611526
56,2016-11-06,712.0,704.79,0.0,0.0,,,,,,0.0,1.0,1.1453390171318276
57,2016-11-07,709.96,712.0,0.0,0.0,,,,,,0.0,1.0,1.142057427813079
58,2016-11-08,708.97,709.96,0.0,0.0,,,,,,0.0,1.0,1.140464891820157
59,2016-11-09,720.93,708.97,0.0,0.0,,,,,,0.0,1.0,1.1597040135124275
60,2016-11-10,721.5,720.93,0.0,0.0,,,,,,0.0,1.0,1.160620928175019
61,2016-11-11,715.45,721.5,0.0,0.0,,,,,,0.0,1.0,1.1508887637738288
62,2016-11-12,703.71,715.45,0.0,0.0,,,,,,0.0,1.0,1.132003538968874
63,2016-11-13,702.28,703.71,0.0,0.0,,,,,,0.0,1.0,1.12970320920132
64,2016-11-14,706.46,702.28,0.0,0.0,,,,,,0.0,1.0,1.1364272500603243
65,2016-11-15,710.91,706.46,0.0,0.0,,,,,,0.0,1.0,1.143585618917398
66,2016-11-16,711.73,710.91,0.0,0.0,,,,,,0.0,1.0,1.144904689133758
67,2016-11-17,736.96,711.73,1.0,0.0,,,,,,0.0,1.0,1.1854902276200445
68,2016-11-18,747.52,736.96,1.0,1.0,2016-11-18,1.3561115935735994,0.00036000000022795575,1013.720538428137,1013.7208984281373,0.013720898428137174,1.0137208984281372,1.202477278211213
69,2016-11-19,748.98,747.52,1.0,1.0,2016-11-18,,0.00036000000022795575,1015.7004613547545,1015.7008213547547,0.0019531243063919401,1.0157008213547547,1.2048258666452192
70,2016-11-20,729.06,748.98,1.0,1.0,2016-11-18,,0.00036000000022795575,988.6867184107684,988.6870784107687,-0.026596161365661564,0.9886870784107686,1.172782112120969
71,2016-11-21,738.53,729.06,1.0,1.0,2016-11-18,,0.00036000000022795575,1001.5290952019104,1001.5294552019107,0.012989323994994528,1.0015294552019107,1.1880157644977083
72,2016-11-22,736.97,738.53,1.0,1.0,2016-11-18,,0.00036000000022795575,999.4135611159356,999.4139211159359,-0.0021123034125324347,0.999413921115936,1.1855063138421948
73,2016-11-23,741.63,736.97,1.0,1.0,2016-11-18,,0.00036000000022795575,1005.7330411419886,1005.7334011419888,0.0063231859117958145,1.005733401141989,1.193002493364434
74,2016-11-24,737.45,741.63,1.0,1.0,2016-11-18,,0.00036000000022795575,1000.064494680851,1000.0648546808512,-0.00563623168396421,1.0000648546808515,1.18627845250543
75,2016-11-25,735.64,737.45,1.0,1.0,2016-11-18,,0.00036000000022795575,997.6099326964827,997.6102926964829,-0.002454402804857758,0.9976102926964832,1.183366846296148
76,2016-11-26,733.67,735.64,0.0,1.0,2016-11-18,1.3561115935735994,994.3417898214285,0.0,994.3417898214285,-0.0032763323504009234,0.9943417898214287,1.1801978605324546
77,2016-11-27,727.96,733.67,0.0,0.0,,,,,,0.0,0.9943417898214287,1.171012627684389
78,2016-11-28,727.31,727.96,0.0,0.0,,,,,,0.0,0.9943417898214287,1.1699670232445916
79,2016-11-29,732.71,727.31,0.0,0.0,,,,,,0.0,0.9943417898214287,1.178653583205985
80,2016-11-30,742.69,732.71,0.0,0.0,,,,,,0.0,0.9943417898214287,1.1947076329124116
81,2016-12-01,742.05,742.69,0.0,0.0,,,,,,0.0,0.9943417898214287,1.1936781146947648
82,2016-12-02,772.43,742.05,1.0,0.0,,,,,,0.0,0.9943417898214287,1.2425480575886763
83,2016-12-03,764.33,772.43,1.0,1.0,2016-12-03,1.2938389239154358,0.0003600000001142689,988.919904716285,988.9202647162851,-0.011079735283714864,0.983324746008672,1.2295182176465869
84,2016-12-04,762.97,764.33,1.0,1.0,2016-12-03,,0.0003600000001142689,987.1602837797601,987.1606437797602,-0.001779335502877677,0.9815750813772406,1.227330491434088
85,2016-12-05,754.63,762.97,1.0,1.0,2016-12-03,,0.0003600000001142689,976.3696671543053,976.3700271543054,-0.01093096315523523,0.9708455203286089,1.2139145821603807
86,2016-12-06,756.62,754.63,1.0,1.0,2016-12-03,,0.0003600000001142689,978.944406612897,978.9447666128971,0.002637052948149199,0.973405691370189,1.2171157403683757
87,2016-12-07,758.99,756.62,1.0,1.0,2016-12-03,,0.0003600000001142689,982.0108048625766,982.0111648625767,0.003132350623099134,0.9764547392940806,1.220928175018098
88,2016-12-08,769.72,758.99,1.0,1.0,2016-12-03,,0.0003600000001142689,995.8936965161892,995.8940565161893,0.014137203476251026,0.9902590786288307,1.238188691385829
89,2016-12-09,770.02,769.72,1.0,1.0,2016-12-03,,0.0003600000001142689,996.2818481933638,996.2822081933639,0.00038975197676394124,0.9906450340622347,1.2386712780503508
90,2016-12-10,769.08,770.02,1.0,1.0,2016-12-03,,0.0003600000001142689,995.0656396048834,995.0659996048835,-0.0012207470719424185,0.9894357070375689,1.2371591731681824
91,2016-12-11,777.0,769.08,1.0,1.0,2016-12-03,,0.0003600000001142689,1005.3128438822936,1005.3132038822937,0.010298014685939494,0.9996249304794347,1.2498994611115588
92,2016-12-12,777.0,777.0,1.0,1.0,2016-12-03,,0.0003600000001142689,1005.3128438822936,1005.3132038822937,0.0,0.9996249304794347,1.2498994611115588
93,2016-12-13,777.99,777.0,1.0,1.0,2016-12-03,,0.0003600000001142689,1006.5937444169699,1006.59410441697,0.001274130817868313,1.000898583409668,1.251491997104481
94,2016-12-14,774.89,777.99,1.0,1.0,2016-12-03,,0.0003600000001142689,1002.5828437528319,1002.583203752832,-0.003984625626693106,0.9969103772644929,1.2465052682377553
95,2016-12-15,776.75,774.89,1.0,1.0,2016-12-03,,0.0003600000001142689,1004.9893841513147,1004.9897441513148,0.0024003398316216895,0.9993033009515979,1.2494973055577907
96,2016-12-16,775.88,776.75,1.0,1.0,2016-12-03,,0.0003600000001142689,1003.8637442875082,1003.8641042875083,-0.0011200510954040288,0.9981840301947262,1.2480978042306774
97,2016-12-17,788.7,775.88,1.0,1.0,2016-12-03,,0.0003600000001142689,1020.4507592921042,1020.4511192921043,0.01652316776120677,1.0146771923821911,1.2687203410279106
98,2016-12-18,788.4,788.7,1.0,1.0,2016-12-03,,0.0003600000001142689,1020.0626076149296,1020.0629676149297,-0.0003803726311201183,1.014291236948787,1.2682377543633887
99,2016-12-19,788.67,788.4,1.0,1.0,2016-12-03,,0.0003600000001142689,1020.4119441243867,1020.4123041243868,0.0003424656325616837,1.0146385968388505,1.2686720823614583
100,2016-12-20,793.09,788.67,1.0,1.0,2016-12-03,,0.0003600000001142689,1026.130712168093,1026.131072168093,0.00560436994006408,1.020325006891003,1.27578219255208
101,2016-12-21,824.21,793.09,1.0,1.0,2016-12-03,,0.0003600000001142689,1066.3949794803414,1066.3953394803416,0.039238912458985364,1.0603614505161127,1.3258425158851452
102,2016-12-22,834.97,824.21,1.0,1.0,2016-12-03,,0.0003600000001142689,1080.3166863016713,1080.3170463016713,0.013054920915271273,1.074204385394203,1.3431512909193284
103,2016-12-23,901.31,834.97,1.0,1.0,2016-12-03,,0.0003600000001142689,1166.1499605142212,1166.1503205142212,0.07945192988150018,1.1595519969009431,1.4498672886672572
104,2016-12-24,891.61,901.31,1.0,1.0,2016-12-03,,0.0003600000001142689,1153.5997229522416,1153.6000829522418,-0.010762109602169723,1.1470727712208804,1.4342636531810513
105,2016-12-25,892.6,891.61,1.0,1.0,2016-12-03,,0.0003600000001142689,1154.880623486918,1154.880983486918,0.0011103505916869594,1.1483464241511134,1.4358561891739734
106,2016-12-26,897.33,892.6,1.0,1.0,2016-12-03,,0.0003600000001142689,1161.0004815970378,1161.0008415970378,0.00529912449648462,1.154431654817783,1.4434649722512678
107,2016-12-27,930.37,897.33,1.0,1.0,2016-12-03,,0.0003600000001142689,1203.7489196432039,1203.7492796432039,0.03682033338353352,1.1969382132166781,1.4966138502372728
108,2016-12-28,930.34,930.37,1.0,1.0,2016-12-03,,0.0003600000001142689,1203.7101044754863,1203.7104644754863,-3.224522612299552e-05,1.1968996176733377,1.4965655915708207
109,2016-12-29,963.38,930.34,1.0,1.0,2016-12-03,,0.0003600000001142689,1246.4585425216526,1246.4589025216528,0.03551388752343687,1.2394061760722332,1.5497144695568257
110,2016-12-30,952.15,963.38,1.0,1.0,2016-12-03,,0.0003600000001142689,1231.928731406082,1231.929091406082,-0.011656871386755085,1.2249585776818093,1.5316496420815582
111,2016-12-31,958.12,952.15,1.0,1.0,2016-12-03,,0.0003600000001142689,1239.6529497818572,1239.6533097818574,0.006270018647712261,1.2326390908065492,1.5412531167055428
112,2017-01-01,997.72,958.12,1.0,1.0,2016-12-03,,0.0003600000001142689,1290.8889711689085,1290.8893311689085,0.0413309277543632,1.2835852080158787,1.6049545564224255
113,2017-01-02,1015.97,997.72,1.0,1.0,2016-12-03,,0.0003600000001142689,1314.5015315303654,1314.5018915303654,0.018291699986454635,1.307064163547956,1.6343119118475038
114,2017-01-03,1013.42,1015.97,1.0,1.0,2016-12-03,,0.0003600000001142689,1311.2022422743808,1311.2026022743808,-0.002509915944010954,1.3037835423640216,1.630209925199068
115,2017-01-04,1126.76,1013.42,1.0,1.0,2016-12-03,,0.0003600000001142689,1457.8459459109563,1457.8463059109563,0.1118390883164897,1.4495975051040573,1.8125311670554183
116,2017-01-05,994.67,1126.76,1.0,1.0,2016-12-03,,0.0003600000001142689,1286.9427624509665,1286.9431224509667,-0.11722990466625238,1.2796613277762714,1.6000482586664533
117,2017-01-06,999.65,994.67,1.0,1.0,2016-12-03,,0.0003600000001142689,1293.3860802920653,1293.3864402920653,0.005006684233897829,1.2860681879707776,1.6080591972975158
118,2017-01-07,896.83,999.65,0.0,1.0,2016-12-03,1.2938389239154358,1159.6577099977994,0.0,1159.6577099977994,-0.10339425722142881,1.15309612293943,1.4426606611437314
119,2017-01-08,908.14,896.83,0.0,0.0,,,,,,0.0,1.15309612293943,1.4608541783962046
120,2017-01-09,910.49,908.14,0.0,0.0,,,,,,0.0,1.15309612293943,1.4646344406016256
121,2017-01-10,906.05,910.49,0.0,0.0,,,,,,0.0,1.15309612293943,1.4574921579667024
122,2017-01-11,785.22,906.05,0.0,0.0,,,,,,0.0,1.15309612293943,1.2631223357194572
123,2017-01-12,780.92,785.22,0.0,0.0,,,,,,0.0,1.15309612293943,1.256205260194644
124,2017-01-13,826.29,780.92,0.0,0.0,,,,,,0.0,1.15309612293943,1.3291884500924966
125,2017-01-14,817.91,826.29,0.0,0.0,,,,,,0.0,1.15309612293943,1.3157081959301866
126,2017-01-15,819.55,817.91,0.0,0.0,,,,,,0.0,1.15309612293943,1.318346336362906
127,2017-01-16,830.5,819.55,0.0,0.0,,,,,,0.0,1.15309612293943,1.335960749617953
128,2017-01-17,903.84,830.5,1.0,0.0,,,,,,0.0,1.15309612293943,1.4539371028713917
129,2017-01-18,906.6,903.84,1.0,1.0,2017-01-18,1.1057266772880154,0.00036000000022795575,1002.4518056293148,1002.452165629315,0.0024521656293150507,1.1559237056193985,1.4583769001849924
130,2017-01-19,895.798875,906.6,1.0,1.0,2017-01-18,,0.00036000000022795575,990.5087135720922,990.5090735720925,-0.011913877256901295,1.1421521724723065,1.4410019705622144
131,2017-01-20,893.6210875,895.798875,1.0,1.0,2017-01-18,,0.00036000000022795575,988.100675835878,988.1010358358782,-0.002431111234074912,1.139375473494786,1.4374987332100067
132,2017-01-21,895.64,893.6210875,1.0,1.0,2017-01-18,,0.00036000000022795575,990.3330412462382,990.3334012462384,0.002259248122811419,1.1419496053944564,1.4407464007077946
133,2017-01-22,918.603625,895.64,1.0,1.0,2017-01-18,,0.00036000000022795575,1015.7245340159761,1015.7248940159764,0.025639337962130027,1.1712284372628858,1.4776861980213953
134,2017-01-23,922.0736125,918.603625,1.0,1.0,2017-01-18,,0.00036000000022795575,1019.561391764582,1019.5617517645823,0.003777457627759606,1.1756527030570736,1.4832680969999201
135,2017-01-24,919.97,922.0736125,1.0,1.0,2017-01-18,,0.00036000000022795575,1017.2353713046555,1017.2357313046557,-0.0022813924275806308,1.1729705778828545,1.4798841792005155
136,2017-01-25,893.045625,919.97,1.0,1.0,2017-01-18,,0.00036000000022795575,987.464371597849,987.4647315978492,-0.02926656898752833,1.138641753544905,1.436573031448565
137,2017-01-26,915.95625,893.045625,1.0,1.0,2017-01-18,,0.00036000000022795575,1012.7972608536905,1012.7976208536908,0.025654474985500997,1.1678530099286697,1.473427571784767
138,2017-01-27,915.05,915.95625,1.0,1.0,2017-01-18,,0.00036000000022795575,1011.7951960523985,1011.7955560523988,-0.000989402799393746,1.1666975328913658,1.4719697579023572
139,2017-01-28,920.31225,915.05,1.0,1.0,2017-01-18,,0.00036000000022795575,1017.6138062599572,1017.6141662599574,0.005750776599830587,1.1734069497625976,1.480434730153624
140,2017-01-29,915.933,920.31225,1.0,1.0,2017-01-18,,0.00036000000022795575,1012.7715527084438,1012.771912708444,-0.00475843763978856,1.1678233659660577,1.4733901713182667
141,2017-01-30,912.19,915.933,1.0,1.0,2017-01-18,,0.00036000000022795575,1008.6328177553547,1008.633177755355,-0.004086541995443893,1.1630510067377768,1.4673690983672492
142,2017-01-31,964.706075,912.19,1.0,1.0,2017-01-18,,0.00036000000022795575,1066.701242869313,1066.7016028693133,0.05757140097571023,1.2300094826018808,1.551847623260678
143,2017-02-01,979.703875,964.706075,1.0,1.0,2017-01-18,,0.00036000000022795575,1083.2847104299433,1083.2850704299435,0.015546491648669614,1.2491318147509354,1.5759734175178965
144,2017-02-02,983.42,979.703875,1.0,1.0,2017-01-18,,0.00036000000022795575,1087.39372897858,1087.3940889785802,0.0037931091831679975,1.2538699081084546,1.5819512587468838
145,2017-02-03,1013.027,983.42,1.0,1.0,2017-01-18,,0.00036000000022795575,1120.1309787130463,1120.1313387130465,0.0301061501678912,1.2916191038529676,1.629577736668544
146,2017-02-04,1030.999413,1013.027,1.0,1.0,2017-01-18,,0.00036000000022795575,1140.0035552223842,1140.0039152223844,0.01774129142049552,1.3145340947787023,1.658488559478807
147,2017-02-05,1034.07,1030.999413,1.0,1.0,2017-01-18,,0.00036000000022795575,1143.3987851832178,1143.399145183218,0.0029782616669096207,1.3184491212830274,1.6634279739403206
148,2017-02-06,1024.01375,1034.07,1.0,1.0,2017-01-18,,0.00036000000022795575,1132.2793212847405,1132.2796812847407,-0.009724918848610375,1.3056273105725282,1.6472512667899952
149,2017-02-07,1050.11,1024.01375,1.0,1.0,2017-01-18,,0.00036000000022795575,1161.1346410869178,1161.135001086918,0.02548426884198496,1.3389002679625963,1.6892302742700884
150,2017-02-08,1052.84,1050.11,1.0,1.0,2017-01-18,,0.00036000000022795575,1164.153274915914,1164.1536349159142,0.0025997268415562935,1.3423810429273857,1.6936218129172371
151,2017-02-09,976.103,1052.84,1.0,1.0,2017-01-18,,0.00036000000022795575,1079.3031268808636,1079.3034868808638,-0.07288569608871165,1.2445406661973324,1.5701809699991964
152,2017-02-10,999.1035,976.103,1.0,1.0,2017-01-18,,0.00036000000022795575,1104.7353933218267,1104.735753321827,0.023563591473665157,1.2738665140279695,1.6071800852569784
153,2017-02-11,997.59,999.1035,1.0,1.0,2017-01-18,,0.00036000000022795575,1103.0618759957513,1103.0622359957515,-0.0015148575766135153,1.2719367876876,1.6047454355344657
154,2017-02-12,1000.604625,997.59,1.0,1.0,2017-01-18,,0.00036000000022795575,1106.3952272802708,1106.395587280271,0.0030219068115502346,1.2757804621301745,1.6095948282795796
155,2017-02-13,999.877375,1000.604625,1.0,1.0,2017-01-18,,0.00036000000022795575,1105.5910875542131,1105.5914475542133,-0.0007268103156795602,1.2748532117297557,1.6084249577736678
156,2017-02-14,1001.2,999.877375,1.0,1.0,2017-01-18,,0.00036000000022795575,1107.0535493007612,1107.0539093007615,0.001322786776058571,1.2765395706996476,1.6105525617308782
157,2017-02-15,1012.325988,1001.2,1.0,1.0,2017-01-18,,0.00036000000022795575,1119.3558510435475,1119.3562110435478,0.011112649202925207,1.2907253071424856,1.6284500731923117
158,2017-02-16,1035.208125,1012.325988,1.0,1.0,2017-01-18,,0.00036000000022795575,1144.6572403578066,1144.6576003578068,0.022603518937614364,1.3199002410657388,1.6652587870988507
159,2017-02-17,1035.2,1035.208125,1.0,1.0,2017-01-18,,0.00036000000022795575,1144.6482563285535,1144.6486163285538,-7.848660813714048e-06,1.3198898816164386,1.665245717043353
160,2017-02-18,1056.637138,1035.2,1.0,1.0,2017-01-18,,0.00036000000022795575,1168.3518716998583,1168.3522316998585,0.020708202528854525,1.3472224286007377,1.699729973457734
161,2017-02-19,1052.779286,1056.637138,1.0,1.0,2017-01-18,,0.00036000000022795575,1164.0861418264292,1164.0865018264294,-0.003651064942310045,1.3423036320221797,1.6935241470280709
162,2017-02-20,1050.87,1052.779286,1.0,1.0,2017-01-18,,0.00036000000022795575,1161.9749933616567,1161.975353361657,-0.0018135666563096065,1.339869274912501,1.6904528271535433
163,2017-02-21,1123.788429,1050.87,1.0,1.0,2017-01-18,,0.00036000000022795575,1242.6028455728888,1242.603205572889,0.06938860792354284,1.4328409386982062,1.8077510319311514
164,2017-02-22,1123.223188,1123.788429,1.0,1.0,2017-01-18,,0.00036000000022795575,1241.9778435200917,1241.978203520092,-0.0005029779820251434,1.4321202512542968,1.8068417727016812
165,2017-02-23,1130.01,1123.223188,1.0,1.0,2017-01-18,,0.00036000000022795575,1249.4822026022302,1249.4825626022305,0.006042263109665935,1.4407734986170562,1.8177591892544038
166,2017-02-24,1174.86625,1130.01,1.0,1.0,2017-01-18,,0.00036000000022795575,1299.0809548703307,1299.081314870331,0.03969543373602891,1.4979656275600362,1.8899159494892628
167,2017-02-25,1150.605714,1174.86625,1.0,1.0,2017-01-18,,0.00036000000022795575,1272.2554330098244,1272.2557930098246,-0.02064960949975947,1.4670332223068592,1.8508899123300897
168,2017-02-26,1150.37,1150.605714,1.0,1.0,2017-01-18,,0.00036000000022795575,1271.9947977518143,1271.9951577518145,-0.00020486073590086917,1.4667326848013464,1.8505107375532857
169,2017-02-27,1190.75195,1150.37,1.0,1.0,2017-01-18,,0.00036000000022795575,1316.6461971477252,1316.6465571477254,0.03510343504359703,1.5182200403285913,1.9154700394112447
170,2017-02-28,1187.565286,1190.75195,1.0,1.0,2017-01-18,,0.00036000000022795575,1313.1226177513718,1313.122977751372,-0.0026761771237883147,1.514157014587787,1.9103439009088719
171,2017-03-01,1190.89,1187.565286,1.0,1.0,2017-01-18,,0.00036000000022795575,1316.7988427155249,1316.799202715525,0.002799604474554629,1.5183960553410052,1.9156921097080357
172,2017-03-02,1259.410817,1190.89,1.0,1.0,2017-01-18,,0.00036000000022795575,1392.5641380219947,1392.564498021995,0.05753747051959435,1.6057607236122566,2.025916218129173
173,2017-03-03,1285.14,1259.410817,1.0,1.0,2017-01-18,,0.00036000000022795575,1421.0135820499204,1421.0139420499206,0.020429534192732524,1.6385656672206401,2.067304753478646
174,2017-03-04,1287.0,1285.14,1.0,1.0,2017-01-18,,0.00036000000022795575,1423.0702336696756,1423.0705936696759,0.0014473127665364238,1.6409371842296168,2.070296790798681
175,2017-03-05,1270.9333,1287.0,1.0,1.0,2017-01-18,,0.00036000000022795575,1405.3048548636923,1405.3052148636925,-0.012483835225750584,1.620451994805887,2.044451540255771
176,2017-03-06,1275.197375,1270.9333,1.0,1.0,2017-01-18,,0.00036000000022795575,1410.0197563451493,1410.0201163451495,0.0033550729276374813,1.6258887294241964,2.0513108260275073
177,2017-03-07,1279.5,1275.197375,1.0,1.0,2017-01-18,,0.00036000000022795575,1414.7772835900157,1414.777643590016,0.0033740846600105456,1.6313746156450306,2.058232124185635
178,2017-03-08,1157.3933,1279.5,1.0,1.0,2017-01-18,,0.00036000000022795575,1279.7606479244112,1279.7610079244114,-0.0954331136608847,1.4756874565266964,1.8618085739564063
179,2017-03-09,1192.469143,1157.3933,1.0,1.0,2017-01-18,,0.00036000000022795575,1318.5449432578773,1318.5453032578775,0.030305889219401028,1.520409477106654,1.918232354218612
180,2017-03-10,1192.09,1192.469143,1.0,1.0,2017-01-18,,0.00036000000022795575,1318.1257147282702,1318.1260747282704,-0.000317947763016857,1.5199260663145384,1.9176224563661224
181,2017-03-11,1179.159875,1192.09,1.0,1.0,2017-01-18,,0.00036000000022795575,1303.8285305751017,1303.828890575102,-0.01084659838484403,1.503440038698569,1.8968227700474545
182,2017-03-12,1227.494625,1179.159875,1.0,1.0,2017-01-18,,0.00036000000022795575,1357.2735530901484,1357.2739130901487,0.04099082548437227,1.5650672869510798,1.974575122657444
183,2017-03-13,1227.68,1227.494625,1.0,1.0,2017-01-18,,0.00036000000022795575,1357.4785271729506,1357.4788871729509,0.00015101895116775843,1.565303641771262,1.9748733210005631
184,2017-03-14,1245.370786,1227.68,1.0,1.0,2017-01-18,,0.00036000000022795575,1377.0397011953442,1377.0400611953444,0.014409928734236965,1.5878595556966275,2.0033311123622615
185,2017-03-15,1257.399625,1245.370786,1.0,1.0,2017-01-18,,0.00036000000022795575,1390.3403093744466,1390.3406693744469,0.00965883895023123,1.603196435420687,2.0226809699991954
186,2017-03-16,1257.0,1257.399625,1.0,1.0,2017-01-18,,0.00036000000022795575,1389.8984333510352,1389.8987933510355,-0.0003178185268868372,1.6026869098912713,2.022038124346497
187,2017-03-17,1091.171888,1257.0,1.0,1.0,2017-01-18,,0.00036000000022795575,1206.5378660683305,1206.5382260683307,-0.1319236826162169,1.3912545506576097,1.7552833394997183
188,2017-03-18,952.2323625,1091.171888,0.0,1.0,2017-01-18,1.1057266772880154,1052.2773409575263,0.0,1052.2773409575263,-0.12785412163316567,1.2133769221151365,1.531782132228746
189,2017-03-19,967.69,952.2323625,0.0,0.0,,,,,,0.0,1.2133769221151365,1.5566476313037882
190,2017-03-20,1049.084488,967.69,0.0,0.0,,,,,,0.0,1.2133769221151365,1.6875806128850637
191,2017-03-21,1118.630043,1049.084488,0.0,0.0,,,,,,0.0,1.2133769221151365,1.7994531376176301
192,2017-03-22,1113.0,1118.630043,0.0,0.0,,,,,,0.0,1.2133769221151365,1.7903965253760152
193,2017-03-23,1038.789,1113.0,0.0,0.0,,,,,,0.0,1.2133769221151365,1.6710190621732484
194,2017-03-24,941.9197143,1038.789,0.0,0.0,,,,,,0.0,1.2133769221151365,1.5151929772379955
195,2017-03-25,927.93,941.9197143,0.0,0.0,,,,,,0.0,1.2133769221151365,1.492688812032494
196,2017-03-26,956.7863125,927.93,0.0,0.0,,,,,,0.0,1.2133769221151365,1.5391077173650767
197,2017-03-27,1037.22925,956.7863125,0.0,0.0,,,,,,0.0,1.2133769221151365,1.6685100136732889
